id_cliente,situacao_cliente,idade,genero,qtde_dependentes,escolaridade,estado_civil,faixa_renda,categoria_cartao,meses_relacionamento,qtde_produtos,meses_inativo_12m,qtde_contatos_12m,limite_credito,saldo_rotativo_total,limite_disponivel_medio,mudanca_valor_transacoes_Q4_Q1,valor_total_transacoes,qtde_total_transacoes,mudanca_qtde_transacoes_Q4_Q1,taxa_utilizacao_media,faixa_etaria,anos_relacionamento,valor_medio_transacao,percentual_limite_usado,categoria_cartao_nivel,alvo_churn
820637433,Cliente Ativo,45,Feminino,3,Ensino médio,Casado(a),Menos de US$40K,Azul,40,5,2,3,1603.0,0,1603.0,0.467,4041.0,66,0.571,0.0,35–44,3.3,61.23,0.0,1,0
716346183,Cliente Ativo,43,Feminino,3,Não informado,Divorciado(a),Não informado,Azul,37,3,6,3,9051.0,1557,7494.0,0.621,4169.0,72,0.5,0.172,35–44,3.1,57.9,17.2,1,0
715405758,Cliente Perdido,50,Feminino,1,Ensino médio,Solteiro(a),Não informado,Azul,42,5,0,4,10057.0,0,10057.0,0.792,2383.0,42,0.448,0.0,45–54,3.5,56.74,0.0,1,1
710094108,Cliente Ativo,33,Masculino,3,Graduado,Solteiro(a),US$60K–US$80K,Azul,27,6,2,3,2043.0,1725,318.0,0.686,5212.0,79,0.646,0.844,26–34,2.2,65.97,84.4,1,0
713168733,Cliente Ativo,65,Feminino,0,Não informado,Solteiro(a),Menos de US$40K,Azul,56,6,3,3,2802.0,2403,399.0,0.636,3887.0,61,0.419,0.858,55–64,4.7,63.72,85.8,1,0
708614058,Cliente Ativo,56,Feminino,2,Graduado,Divorciado(a),Menos de US$40K,Azul,45,4,2,4,1960.0,1690,270.0,0.63,3870.0,67,0.558,0.862,55–64,3.8,57.76,86.2,1,0
718088133,Cliente Ativo,40,Feminino,3,Não informado,Divorciado(a),Menos de US$40K,Azul,36,6,1,0,2348.0,1061,1287.0,1.062,1901.0,27,1.25,0.452,35–44,3.0,70.41,45.2,1,0
720614658,Cliente Ativo,40,Masculino,2,Ensino médio,Divorciado(a),US$60K–US$80K,Azul,25,6,4,2,2978.0,0,2978.0,0.49,3879.0,95,0.583,0.0,35–44,2.1,40.83,0.0,1,0
716695533,Cliente Ativo,49,Feminino,3,Faculdade,Casado(a),Menos de US$40K,Azul,29,3,3,3,2017.0,1557,460.0,0.738,3875.0,75,0.974,0.772,45–54,2.4,51.67,77.2,1,0
717091533,Cliente Ativo,29,Feminino,1,Graduado,Solteiro(a),Não informado,Azul,36,5,2,3,13613.0,1172,12441.0,0.657,4253.0,84,0.75,0.086,26–34,3.0,50.63,8.6,1,0
713231658,Cliente Ativo,45,Feminino,2,Doutorado,Solteiro(a),Menos de US$40K,Azul,33,6,2,3,5553.0,1117,4436.0,0.914,3744.0,52,0.793,0.201,35–44,2.8,72.0,20.1,1,0
715675458,Cliente Ativo,51,Masculino,1,Ensino médio,Não informado,US$80K–US$120K,Azul,41,6,1,2,6346.0,578,5768.0,0.55,3837.0,85,0.604,0.091,45–54,3.4,45.14,9.1,1,0
712463883,Cliente Ativo,45,Masculino,2,Não informado,Casado(a),Mais de US$120K,Prata,38,4,2,3,34516.0,1406,33110.0,1.261,3342.0,63,0.969,0.041,35–44,3.2,53.05,4.1,2,0
708489258,Cliente Ativo,40,Feminino,3,Graduado,Casado(a),Menos de US$40K,Azul,27,5,3,3,1438.3,988,450.3,0.556,3561.0,72,0.5,0.687,35–44,2.2,49.46,68.7,1,0
708403308,Cliente Ativo,37,Masculino,3,Não informado,Solteiro(a),US$40K–US$60K,Prata,24,3,1,3,15133.0,1663,13470.0,0.646,4392.0,68,0.511,0.11,35–44,2.0,64.59,11.0,2,0
769684158,Cliente Ativo,42,Masculino,4,Faculdade,Solteiro(a),US$40K–US$60K,Azul,36,3,3,2,2502.0,1488,1014.0,0.56,3763.0,75,0.875,0.595,35–44,3.0,50.17,59.5,1,0
710349258,Cliente Ativo,45,Feminino,3,Ensino médio,Solteiro(a),Menos de US$40K,Azul,36,3,2,2,2589.0,2052,537.0,0.636,4133.0,68,0.789,0.793,35–44,3.0,60.78,79.3,1,0
713940033,Cliente Ativo,47,Feminino,3,Graduado,Solteiro(a),Menos de US$40K,Azul,36,5,1,3,2049.0,1460,589.0,0.599,3514.0,79,0.646,0.713,45–54,3.0,44.48,71.3,1,0
713482608,Cliente Ativo,47,Masculino,4,Faculdade,Casado(a),US$40K–US$60K,Azul,35,6,1,2,3560.0,751,2809.0,1.096,4060.0,79,0.975,0.211,45–54,2.9,51.39,21.1,1,0
714571008,Cliente Ativo,49,Feminino,3,Não informado,Casado(a),Menos de US$40K,Azul,36,3,2,3,1438.3,0,1438.3,1.044,4553.0,78,1.167,0.0,45–54,3.0,58.37,0.0,1,0
715354008,Cliente Ativo,43,Masculino,3,Graduado,Não informado,Mais de US$120K,Azul,36,6,1,2,25937.0,0,25937.0,0.936,3785.0,68,0.7,0.0,35–44,3.0,55.66,0.0,1,0
819363708,Cliente Ativo,43,Masculino,1,Pós-graduado,Solteiro(a),US$60K–US$80K,Azul,38,4,2,3,2387.0,1482,905.0,0.868,3909.0,67,0.675,0.621,35–44,3.2,58.34,62.1,1,0
712014708,Cliente Ativo,48,Masculino,4,Graduado,Casado(a),Menos de US$40K,Azul,36,4,1,2,2912.0,1501,1411.0,0.825,4518.0,90,0.875,0.515,45–54,3.0,50.2,51.5,1,0
788717358,Cliente Ativo,53,Masculino,2,Sem escolaridade,Solteiro(a),US$60K–US$80K,Azul,38,3,2,2,7062.0,1255,5807.0,0.672,3432.0,68,0.744,0.178,45–54,3.2,50.47,17.8,1,0
710413533,Cliente Ativo,56,Masculino,2,Graduado,Casado(a),US$80K–US$120K,Azul,51,3,3,3,12186.0,1080,11106.0,0.842,4785.0,66,0.65,0.089,55–64,4.2,72.5,8.9,1,0
718515483,Cliente Perdido,64,Masculino,0,Graduado,Solteiro(a),Menos de US$40K,Azul,52,2,3,5,3570.0,2517,1053.0,0.69,3289.0,47,0.958,0.705,55–64,4.3,69.98,70.5,1,1
715059258,Cliente Ativo,38,Feminino,3,Doutorado,Solteiro(a),Não informado,Azul,32,6,4,4,3072.0,1970,1102.0,0.671,4245.0,82,0.952,0.641,35–44,2.7,51.77,64.1,1,0
713852958,Cliente Ativo,51,Feminino,2,Graduado,Solteiro(a),Não informado,Prata,41,5,3,3,31501.0,1810,29691.0,0.71,3893.0,81,0.62,0.057,45–54,3.4,48.06,5.7,2,0
767835558,Cliente Ativo,42,Feminino,2,Não informado,Casado(a),Menos de US$40K,Azul,36,5,1,3,5928.0,2517,3411.0,0.817,3536.0,69,0.769,0.425,35–44,3.0,51.25,42.5,1,0
721531683,Cliente Ativo,44,Feminino,4,Graduado,Solteiro(a),Não informado,Azul,36,3,1,3,8482.0,0,8482.0,0.563,4076.0,81,0.688,0.0,35–44,3.0,50.32,0.0,1,0
720660558,Cliente Ativo,50,Masculino,2,Sem escolaridade,Casado(a),Mais de US$120K,Azul,36,4,3,4,23911.0,2100,21811.0,0.988,4770.0,89,0.712,0.088,45–54,3.0,53.6,8.8,1,0
814845933,Cliente Ativo,62,Masculino,0,Graduado,Solteiro(a),US$80K–US$120K,Azul,56,4,3,3,1438.3,0,1438.3,0.794,3628.0,74,0.644,0.0,55–64,4.7,49.03,0.0,1,0
773155533,Cliente Ativo,49,Feminino,3,Não informado,Solteiro(a),Menos de US$40K,Azul,42,5,3,3,3261.0,814,2447.0,0.85,4739.0,89,0.712,0.25,45–54,3.5,53.25,25.0,1,0
711199908,Cliente Ativo,41,Masculino,2,Graduado,Solteiro(a),US$60K–US$80K,Azul,30,3,1,2,2317.0,1232,1085.0,0.733,3057.0,71,0.919,0.532,35–44,2.5,43.06,53.2,1,0
721398858,Cliente Ativo,43,Masculino,2,Não informado,Solteiro(a),Mais de US$120K,Azul,34,5,3,4,33913.0,0,33913.0,0.901,4160.0,76,0.9,0.0,35–44,2.8,54.74,0.0,1,0
715664808,Cliente Perdido,43,Masculino,2,Graduado,Solteiro(a),US$80K–US$120K,Azul,30,3,3,3,34516.0,0,34294.14,0.688,2427.0,51,0.645,0.0,35–44,2.5,47.59,0.0,1,1
715500558,Cliente Ativo,45,Feminino,3,Graduado,Casado(a),Não informado,Azul,36,3,1,4,1637.0,774,863.0,1.126,4120.0,78,1.0,0.473,35–44,3.0,52.82,47.3,1,0
719239158,Cliente Ativo,48,Masculino,3,Ensino médio,Casado(a),US$60K–US$80K,Azul,39,4,3,2,5448.0,0,5448.0,0.549,3912.0,72,0.565,0.0,45–54,3.2,54.33,0.0,1,0
820633833,Cliente Ativo,64,Feminino,1,Graduado,Solteiro(a),US$40K–US$60K,Azul,56,5,2,4,5152.0,948,4204.0,0.953,4074.0,72,1.057,0.184,55–64,4.7,56.58,18.4,1,0
720551733,Cliente Perdido,46,Feminino,4,Doutorado,Casado(a),Não informado,Azul,26,3,3,6,15195.0,0,15195.0,0.726,2631.0,41,0.64,0.0,45–54,2.2,64.17,0.0,1,1
718487958,Cliente Ativo,53,Feminino,2,Ensino médio,Casado(a),Menos de US$40K,Azul,41,5,3,0,2799.0,1303,1496.0,0.763,3971.0,76,0.551,0.466,45–54,3.4,52.25,46.6,1,0
710533233,Cliente Perdido,38,Feminino,1,Graduado,Casado(a),Menos de US$40K,Azul,29,3,3,4,1438.3,0,1438.3,0.508,2139.0,47,0.567,0.0,35–44,2.4,45.51,0.0,1,1
778878633,Cliente Ativo,51,Masculino,3,Não informado,Casado(a),US$80K–US$120K,Azul,32,6,3,1,1817.0,885,932.0,0.621,3400.0,67,0.675,0.487,45–54,2.7,50.75,48.7,1,0
720197058,Cliente Perdido,47,Feminino,3,Graduado,Não informado,Não informado,Azul,33,1,3,4,3443.0,0,3443.0,0.832,2505.0,45,0.452,0.0,45–54,2.8,55.67,0.0,1,1
716317458,Cliente Perdido,51,Feminino,2,Pós-graduado,Solteiro(a),Menos de US$40K,Azul,36,3,3,3,4281.0,0,4281.0,0.447,1723.0,44,0.375,0.0,45–54,3.0,39.16,0.0,1,1
718569258,Cliente Ativo,56,Feminino,2,Não informado,Casado(a),Menos de US$40K,Azul,36,5,3,3,2029.0,974,1055.0,0.624,4170.0,73,0.553,0.48,55–64,3.0,57.12,48.0,1,0
711649908,Cliente Ativo,33,Feminino,3,Graduado,Casado(a),Não informado,Azul,15,5,3,2,1438.3,1055,383.3,0.901,4208.0,67,0.675,0.734,26–34,1.2,62.81,73.4,1,0
720879708,Cliente Ativo,52,Masculino,2,Ensino médio,Solteiro(a),US$80K–US$120K,Azul,44,3,2,4,28186.0,1308,26878.0,0.679,2853.0,64,0.73,0.046,45–54,3.7,44.58,4.6,1,0
815761908,Cliente Ativo,46,Feminino,3,Não informado,Casado(a),Não informado,Prata,41,6,3,2,34516.0,0,34294.14,0.896,3722.0,72,0.756,0.0,45–54,3.4,51.69,0.0,2,0
711850533,Cliente Ativo,46,Feminino,4,Sem escolaridade,Solteiro(a),Não informado,Azul,36,5,1,4,3818.0,0,3818.0,0.885,4272.0,71,0.578,0.0,45–54,3.0,60.17,0.0,1,0
721028283,Cliente Ativo,40,Feminino,4,Ensino médio,Casado(a),US$40K–US$60K,Azul,28,4,1,3,11494.0,1160,10334.0,0.463,3353.0,86,0.593,0.101,35–44,2.3,38.99,10.1,1,0
710763783,Cliente Ativo,49,Masculino,2,Ensino médio,Casado(a),US$80K–US$120K,Azul,32,4,1,3,28142.0,762,27380.0,0.982,3676.0,47,1.35,0.027,45–54,2.7,78.21,2.7,1,0
720432858,Cliente Ativo,40,Feminino,4,Pós-graduado,Casado(a),Menos de US$40K,Azul,36,4,1,3,2316.0,1510,806.0,0.554,3471.0,63,0.75,0.652,35–44,3.0,55.1,65.2,1,0
772525308,Cliente Ativo,43,Masculino,3,Faculdade,Solteiro(a),US$40K–US$60K,Azul,33,5,2,4,10533.0,1689,8844.0,0.359,3651.0,69,0.605,0.16,35–44,2.8,52.91,16.0,1,0
767354208,Cliente Ativo,48,Masculino,4,Graduado,Casado(a),US$80K–US$120K,Azul,41,4,2,1,14322.0,0,14322.0,0.602,3993.0,75,0.531,0.0,45–54,3.4,53.24,0.0,1,0
715670058,Cliente Ativo,50,Masculino,3,Graduado,Casado(a),Mais de US$120K,Azul,38,5,2,4,34516.0,1662,32854.0,0.504,3806.0,76,0.9,0.048,45–54,3.2,50.08,4.8,1,0
713856708,Cliente Ativo,48,Masculino,4,Ensino médio,Casado(a),US$80K–US$120K,Azul,36,5,1,2,6798.0,2517,4281.0,0.873,4327.0,79,0.881,0.37,45–54,3.0,54.77,37.0,1,0
758086458,Cliente Ativo,46,Feminino,3,Graduado,Casado(a),Não informado,Azul,39,3,3,4,1438.3,0,1438.3,0.646,4111.0,62,0.55,0.0,45–54,3.2,66.31,0.0,1,0
717035283,Cliente Perdido,46,Masculino,1,Graduado,Solteiro(a),US$60K–US$80K,Azul,37,2,3,4,2445.0,848,1597.0,0.771,2216.0,39,0.56,0.347,45–54,3.1,56.82,34.7,1,1
709604958,Cliente Ativo,51,Feminino,3,Graduado,Solteiro(a),US$40K–US$60K,Azul,36,3,3,4,2585.0,1847,738.0,0.627,3480.0,64,0.6,0.715,45–54,3.0,54.38,71.5,1,0
714931458,Cliente Ativo,52,Feminino,2,Pós-graduado,Solteiro(a),Não informado,Azul,42,3,2,3,1438.3,0,1438.3,0.607,4102.0,78,0.857,0.0,45–54,3.5,52.59,0.0,1,0
711047658,Cliente Ativo,46,Feminino,3,Ensino médio,Casado(a),Menos de US$40K,Azul,38,4,2,2,1781.0,1315,466.0,0.704,4775.0,83,0.729,0.738,45–54,3.2,57.53,73.8,1,0
718110858,Cliente Perdido,42,Masculino,4,Não informado,Casado(a),US$40K–US$60K,Azul,36,2,3,5,1606.0,0,1606.0,0.87,2628.0,41,0.64,0.0,35–44,3.0,64.1,0.0,1,1
716385858,Cliente Ativo,42,Feminino,4,Graduado,Casado(a),Menos de US$40K,Azul,28,5,2,4,2205.0,1245,960.0,0.925,4921.0,90,0.8,0.565,35–44,2.3,54.68,56.5,1,0
708812133,Cliente Ativo,49,Feminino,3,Graduado,Casado(a),Não informado,Azul,39,5,3,0,2270.0,1647,623.0,0.759,4110.0,75,0.923,0.726,45–54,3.2,54.8,72.6,1,0
787655058,Cliente Ativo,44,Feminino,2,Sem escolaridade,Solteiro(a),Menos de US$40K,Azul,37,5,2,3,2568.0,1875,693.0,0.578,4254.0,85,0.735,0.73,35–44,3.1,50.05,73.0,1,0
803113383,Cliente Perdido,55,Feminino,1,Sem escolaridade,Solteiro(a),Menos de US$40K,Azul,49,3,4,3,3292.0,0,3292.0,0.482,2222.0,54,0.636,0.0,45–54,4.1,41.15,0.0,1,1
721273008,Cliente Perdido,54,Feminino,1,Faculdade,Não informado,Menos de US$40K,Prata,43,6,3,4,10797.0,1252,9545.0,0.489,1739.0,38,0.231,0.116,45–54,3.6,45.76,11.6,2,1
715762083,Cliente Ativo,46,Masculino,0,Sem escolaridade,Solteiro(a),US$60K–US$80K,Prata,36,6,3,2,30501.0,2030,28471.0,0.56,2525.0,45,0.5,0.067,45–54,3.0,56.11,6.7,2,0
711629733,Cliente Ativo,45,Feminino,2,Graduado,Casado(a),Menos de US$40K,Azul,34,5,3,1,5371.0,1499,3872.0,0.737,3282.0,66,0.65,0.279,35–44,2.8,49.73,27.9,1,0
718410258,Cliente Ativo,37,Masculino,3,Ensino médio,Não informado,US$80K–US$120K,Azul,28,5,4,4,13441.0,0,13441.0,0.513,4207.0,80,0.702,0.0,35–44,2.3,52.59,0.0,1,0
719745558,Cliente Ativo,52,Masculino,3,Graduado,Solteiro(a),US$60K–US$80K,Azul,36,4,2,2,9137.0,1729,7408.0,0.974,4626.0,77,0.75,0.189,45–54,3.0,60.08,18.9,1,0
820282383,Cliente Perdido,45,Feminino,2,Graduado,Casado(a),Menos de US$40K,Azul,40,6,3,3,5848.0,2517,3331.0,0.561,2000.0,32,0.28,0.43,35–44,3.3,62.5,43.0,1,1
793543758,Cliente Ativo,47,Masculino,2,Graduado,Solteiro(a),Mais de US$120K,Azul,41,3,2,4,10614.0,784,9830.0,0.73,4601.0,77,0.638,0.074,45–54,3.4,59.75,7.4,1,0
778224858,Cliente Ativo,42,Feminino,2,Faculdade,Não informado,Não informado,Azul,32,3,3,4,4035.0,1003,3032.0,0.583,4589.0,89,0.648,0.249,35–44,2.7,51.56,24.9,1,0
712555233,Cliente Ativo,59,Feminino,0,Graduado,Solteiro(a),US$40K–US$60K,Azul,48,4,1,2,4205.0,710,3495.0,0.504,2023.0,38,0.727,0.169,55–64,4.0,53.24,16.9,1,0
718516533,Cliente Ativo,46,Feminino,2,Graduado,Solteiro(a),Menos de US$40K,Azul,36,6,2,3,2586.0,2196,390.0,0.693,3944.0,78,0.857,0.849,45–54,3.0,50.56,84.9,1,0
708923658,Cliente Ativo,41,Feminino,3,Não informado,Não informado,Menos de US$40K,Azul,28,3,2,2,7234.0,1420,5814.0,0.539,4466.0,92,0.736,0.196,35–44,2.3,48.54,19.6,1,0
717708783,Cliente Ativo,57,Masculino,2,Graduado,Solteiro(a),Mais de US$120K,Prata,51,6,3,4,34516.0,1417,33099.0,0.966,4303.0,77,0.638,0.041,55–64,4.2,55.88,4.1,2,0
780688383,Cliente Ativo,35,Masculino,1,Graduado,Não informado,US$80K–US$120K,Azul,24,4,2,3,21114.0,0,21114.0,0.697,3534.0,56,1.0,0.0,26–34,2.0,63.11,0.0,1,0
718821783,Cliente Ativo,53,Masculino,1,Não informado,Casado(a),US$40K–US$60K,Azul,48,4,1,3,2522.0,1704,818.0,0.988,4697.0,73,0.698,0.676,45–54,4.0,64.34,67.6,1,0
718163808,Cliente Ativo,37,Masculino,1,Graduado,Solteiro(a),US$80K–US$120K,Azul,24,6,3,4,11309.0,0,11309.0,0.474,4809.0,71,0.479,0.0,35–44,2.0,67.73,0.0,1,0
712693908,Cliente Perdido,43,Masculino,3,Graduado,Casado(a),Mais de US$120K,Azul,31,2,4,1,13883.0,783,13100.0,0.749,1871.0,32,0.684,0.056,35–44,2.6,58.47,5.6,1,1
711286533,Cliente Ativo,43,Masculino,3,Graduado,Não informado,US$60K–US$80K,Azul,31,5,1,2,13448.0,0,13448.0,0.667,5067.0,62,0.722,0.0,35–44,2.6,81.73,0.0,1,0
711655683,Cliente Ativo,55,Masculino,1,Sem escolaridade,Solteiro(a),US$60K–US$80K,Prata,46,4,2,4,25991.0,0,25991.0,0.639,2996.0,62,0.879,0.0,45–54,3.8,48.32,0.0,2,0
718188858,Cliente Ativo,52,Feminino,0,Graduado,Solteiro(a),Menos de US$40K,Azul,36,5,1,2,2537.0,1097,1440.0,0.874,4964.0,84,0.909,0.432,45–54,3.0,59.1,43.2,1,0
718514283,Cliente Ativo,46,Masculino,4,Ensino médio,Solteiro(a),US$40K–US$60K,Azul,36,5,2,2,1438.3,794,644.3,0.807,3895.0,67,0.558,0.552,45–54,3.0,58.13,55.2,1,0
708642708,Cliente Perdido,40,Feminino,2,Sem escolaridade,Casado(a),Não informado,Azul,36,3,2,3,13019.0,0,13019.0,0.487,1484.0,33,0.435,0.0,35–44,3.0,44.97,0.0,1,1
811475733,Cliente Perdido,53,Feminino,1,Faculdade,Casado(a),US$40K–US$60K,Azul,48,2,2,3,3339.0,0,3339.0,0.694,2432.0,48,0.6,0.0,45–54,4.0,50.67,0.0,1,1
712089108,Cliente Ativo,49,Masculino,3,Sem escolaridade,Divorciado(a),US$80K–US$120K,Azul,37,6,3,3,28390.0,1141,27249.0,0.919,4631.0,76,0.949,0.04,45–54,3.1,60.93,4.0,1,0
710761533,Cliente Ativo,44,Masculino,2,Graduado,Não informado,US$80K–US$120K,Azul,33,3,2,3,23665.0,1624,22041.0,0.574,4190.0,87,0.706,0.069,35–44,2.8,48.16,6.9,1,0
714963558,Cliente Ativo,46,Masculino,3,Graduado,Solteiro(a),US$40K–US$60K,Azul,36,4,2,3,1438.3,0,1438.3,0.951,4374.0,71,0.775,0.0,45–54,3.0,61.61,0.0,1,0
714834258,Cliente Ativo,43,Feminino,4,Ensino médio,Não informado,Menos de US$40K,Azul,36,5,2,4,2459.0,1127,1332.0,0.765,4343.0,83,0.886,0.458,35–44,3.0,52.33,45.8,1,0
713788083,Cliente Perdido,28,Feminino,1,Graduado,Solteiro(a),Menos de US$40K,Azul,36,4,2,5,1624.0,0,1624.0,0.34026,1897.0,35,0.25,0.0,26–34,3.0,54.2,0.0,1,1
719583558,Cliente Ativo,49,Feminino,3,Sem escolaridade,Casado(a),US$40K–US$60K,Azul,40,6,2,3,8900.0,1700,7200.0,0.906,4710.0,70,0.556,0.191,45–54,3.3,67.29,19.1,1,0
744705408,Cliente Ativo,48,Feminino,4,Graduado,Solteiro(a),Não informado,Azul,41,5,3,2,5239.0,1172,4067.0,0.825,4241.0,61,0.968,0.224,45–54,3.4,69.52,22.4,1,0
713240133,Cliente Ativo,42,Feminino,3,Ensino médio,Casado(a),Menos de US$40K,Azul,36,4,3,1,9351.0,1482,7869.0,0.464,5099.0,60,0.714,0.158,35–44,3.0,84.98,15.8,1,0
815015283,Cliente Ativo,43,Feminino,4,Graduado,Casado(a),Menos de US$40K,Azul,38,4,2,2,2655.0,1650,1005.0,0.701,4025.0,62,0.59,0.621,35–44,3.2,64.92,62.1,1,0
718072758,Cliente Ativo,51,Masculino,2,Pós-graduado,Casado(a),Mais de US$120K,Azul,45,5,2,1,3173.0,2517,656.0,0.708,4030.0,73,0.622,0.793,45–54,3.8,55.21,79.3,1,0
709127808,Cliente Ativo,48,Masculino,3,Pós-graduado,Divorciado(a),US$60K–US$80K,Azul,35,5,2,1,6243.0,1331,4912.0,0.8,3502.0,57,1.036,0.213,45–54,2.9,61.44,21.3,1,0
715080258,Cliente Ativo,37,Feminino,1,Ensino médio,Solteiro(a),Não informado,Azul,36,3,2,3,6730.0,1093,5637.0,1.01,4814.0,89,0.854,0.162,35–44,3.0,54.09,16.2,1,0
709567758,Cliente Ativo,40,Feminino,3,Sem escolaridade,Casado(a),Menos de US$40K,Azul,29,4,1,2,2490.0,2225,265.0,0.566,3339.0,71,0.543,0.894,35–44,2.4,47.03,89.4,1,0
780067158,Cliente Perdido,51,Feminino,2,Sem escolaridade,Solteiro(a),Menos de US$40K,Azul,36,2,3,3,1746.0,1107,639.0,0.539,1907.0,47,0.621,0.634,45–54,3.0,40.57,63.4,1,1
715357308,Cliente Ativo,44,Masculino,2,Graduado,Casado(a),US$60K–US$80K,Azul,36,3,1,2,4141.0,1424,2717.0,0.574,3512.0,65,0.477,0.344,35–44,3.0,54.03,34.4,1,0
720559908,Cliente Ativo,58,Feminino,2,Sem escolaridade,Divorciado(a),Menos de US$40K,Prata,46,6,1,4,11684.0,653,11031.0,0.622,4900.0,61,0.743,0.056,55–64,3.8,80.33,5.6,2,0
720339558,Cliente Ativo,47,Feminino,2,Graduado,Solteiro(a),Menos de US$40K,Azul,36,3,1,2,2363.0,494,1869.0,0.736,3887.0,71,0.651,0.209,45–54,3.0,54.75,20.9,1,0
809599158,Cliente Perdido,48,Masculino,4,Sem escolaridade,Solteiro(a),US$80K–US$120K,Prata,43,2,3,4,34516.0,0,34294.14,0.671,1626.0,28,0.4,0.0,45–54,3.6,58.07,0.0,2,1
793269933,Cliente Ativo,46,Masculino,3,Graduado,Não informado,US$60K–US$80K,Prata,40,6,3,2,28829.0,0,28829.0,0.463,4540.0,78,0.56,0.0,45–54,3.3,58.21,0.0,2,0
809978733,Cliente Ativo,33,Feminino,2,Ensino médio,Solteiro(a),US$40K–US$60K,Azul,28,3,2,3,1438.3,746,692.3,0.913,4415.0,77,0.878,0.519,26–34,2.3,57.34,51.9,1,0
788996058,Cliente Ativo,47,Feminino,2,Ensino médio,Casado(a),Menos de US$40K,Azul,34,4,2,4,2730.0,1970,760.0,0.848,3841.0,69,0.865,0.722,45–54,2.8,55.67,72.2,1,0
712575708,Cliente Ativo,55,Feminino,2,Ensino médio,Casado(a),Menos de US$40K,Azul,36,5,1,4,1994.0,1175,819.0,0.794,4455.0,82,0.547,0.589,45–54,3.0,54.33,58.9,1,0
789625383,Cliente Ativo,48,Masculino,3,Sem escolaridade,Casado(a),US$80K–US$120K,Azul,42,4,3,3,9727.0,1626,8101.0,1.006,3543.0,62,0.676,0.167,45–54,3.5,57.15,16.7,1,0
719730258,Cliente Ativo,41,Masculino,4,Sem escolaridade,Divorciado(a),US$60K–US$80K,Prata,36,4,2,3,33771.0,0,33771.0,0.791,3819.0,75,0.829,0.0,35–44,3.0,50.92,0.0,2,0
793717608,Cliente Ativo,39,Masculino,0,Doutorado,Solteiro(a),US$60K–US$80K,Azul,33,6,2,0,10452.0,1120,9332.0,0.802,3592.0,79,0.795,0.107,35–44,2.8,45.47,10.7,1,0
709798908,Cliente Perdido,45,Feminino,4,Não informado,Solteiro(a),Menos de US$40K,Azul,32,3,3,4,2858.0,0,2858.0,1.058,2611.0,43,0.483,0.0,35–44,2.7,60.72,0.0,1,1
716077458,Cliente Ativo,46,Masculino,3,Sem escolaridade,Casado(a),US$40K–US$60K,Azul,36,4,2,4,4707.0,1121,3586.0,0.604,3188.0,71,0.651,0.238,45–54,3.0,44.9,23.8,1,0
813435108,Cliente Ativo,49,Feminino,1,Graduado,Solteiro(a),Menos de US$40K,Azul,44,5,2,1,3537.0,0,3537.0,0.763,4726.0,78,0.814,0.0,45–54,3.7,60.59,0.0,1,0
708084558,Cliente Perdido,46,Masculino,3,Doutorado,Divorciado(a),US$80K–US$120K,Azul,38,6,3,3,8258.0,1771,6487.0,0.34026,1447.0,23,0.231,0.214,45–54,3.2,62.91,21.4,1,1
719880408,Cliente Ativo,46,Feminino,4,Graduado,Casado(a),Menos de US$40K,Azul,35,6,3,1,3072.0,1611,1461.0,0.682,3992.0,57,0.727,0.524,45–54,2.9,70.04,52.4,1,0
719343633,Cliente Ativo,48,Masculino,3,Ensino médio,Não informado,Menos de US$40K,Azul,38,4,3,3,8892.0,889,8003.0,0.67,4900.0,89,0.745,0.1,45–54,3.2,55.06,10.0,1,0
718711158,Cliente Perdido,52,Masculino,3,Graduado,Casado(a),Mais de US$120K,Azul,36,1,2,3,3841.0,2517,1324.0,0.841,2680.0,51,0.545,0.655,45–54,3.0,52.55,65.5,1,1
717443658,Cliente Ativo,37,Feminino,0,Graduado,Divorciado(a),US$40K–US$60K,Azul,28,4,3,1,1920.0,0,1920.0,0.688,4715.0,81,0.841,0.0,35–44,2.3,58.21,0.0,1,0
715976433,Cliente Ativo,42,Masculino,3,Ensino médio,Não informado,Menos de US$40K,Azul,31,4,2,4,7802.0,1885,5917.0,0.643,4212.0,75,0.744,0.242,35–44,2.6,56.16,24.2,1,0
719038008,Cliente Ativo,48,Feminino,4,Graduado,Solteiro(a),Menos de US$40K,Azul,35,3,2,2,1705.0,1192,513.0,0.763,4862.0,41,0.242,0.699,45–54,2.9,118.59,69.9,1,0
709143183,Cliente Perdido,52,Feminino,2,Doutorado,Casado(a),US$40K–US$60K,Azul,43,3,2,4,1822.0,1605,217.0,0.756,2538.0,39,0.696,0.881,45–54,3.6,65.08,88.1,1,1
710186958,Cliente Ativo,45,Feminino,3,Não informado,Solteiro(a),Não informado,Azul,32,6,3,4,9294.0,2000,7294.0,0.637,4431.0,82,0.673,0.215,35–44,2.7,54.04,21.5,1,0
709274583,Cliente Ativo,40,Masculino,2,Ensino médio,Casado(a),Mais de US$120K,Azul,27,5,3,1,12248.0,1323,10925.0,0.882,4806.0,91,0.896,0.108,35–44,2.2,52.81,10.8,1,0
816864483,Cliente Ativo,39,Feminino,4,Sem escolaridade,Solteiro(a),US$40K–US$60K,Azul,34,4,2,2,10264.0,803,9461.0,0.802,4003.0,74,0.721,0.078,35–44,2.8,54.09,7.8,1,0
